Date,High,Low,Open,Close,Volume,Adj Close
2022-01-03,182.8800048828125,177.7100067138672,177.8300018310547,182.00999450683594,104487900.0,181.51170349121094
2022-01-04,182.94000244140625,179.1199951171875,182.6300048828125,179.6999969482422,99310400.0,179.20803833007812
2022-01-05,180.1699981689453,174.63999938964844,179.61000061035156,174.9199981689453,94537600.0,174.44113159179688
2022-01-06,175.3000030517578,171.63999938964844,172.6999969482422,172.0,96904000.0,171.52911376953125
2022-01-07,174.13999938964844,171.02999877929688,172.88999938964844,172.1699981689453,86709100.0,171.6986541748047
2022-01-10,172.5,168.1699981689453,169.0800018310547,172.19000244140625,106765600.0,171.71859741210938
2022-01-11,175.17999267578125,170.82000732421875,172.32000732421875,175.0800018310547,76138300.0,174.60067749023438
2022-01-12,177.17999267578125,174.82000732421875,176.1199951171875,175.52999877929688,74805200.0,175.04945373535156
2022-01-13,176.6199951171875,171.7899932861328,175.77999877929688,172.19000244140625,84505800.0,171.71859741210938
2022-01-14,173.77999877929688,171.08999633789062,171.33999633789062,173.07000732421875,80440800.0,172.59620666503906
2022-01-18,172.5399932861328,169.41000366210938,171.50999450683594,169.8000030517578,90956700.0,169.33514404296875
2022-01-19,171.0800018310547,165.94000244140625,170.0,166.22999572753906,94815000.0,165.77490234375
2022-01-20,169.67999267578125,164.17999267578125,166.97999572753906,164.50999450683594,91420500.0,164.05963134765625
2022-01-21,166.3300018310547,162.3000030517578,164.4199981689453,162.41000366210938,122848900.0,161.9653778076172
2022-01-24,162.3000030517578,154.6999969482422,160.02000427246094,161.6199951171875,162294600.0,161.17752075195312
2022-01-25,162.75999450683594,157.02000427246094,158.97999572753906,159.77999877929688,115798400.0,159.34255981445312
2022-01-26,164.38999938964844,157.82000732421875,163.5,159.69000244140625,108275300.0,159.25282287597656
2022-01-27,163.83999633789062,158.27999877929688,162.4499969482422,159.22000122070312,121954600.0,158.7841033935547
2022-01-28,170.35000610351562,162.8000030517578,165.7100067138672,170.3300018310547,179935700.0,169.8636932373047
2022-01-31,175.0,169.50999450683594,170.16000366210938,174.77999877929688,115541600.0,174.30149841308594
2022-02-01,174.83999633789062,172.30999755859375,174.00999450683594,174.61000061035156,86213900.0,174.13198852539062
2022-02-02,175.8800048828125,173.3300018310547,174.75,175.83999633789062,84914300.0,175.3585968017578
2022-02-03,176.24000549316406,172.1199951171875,174.47999572753906,172.89999389648438,89418100.0,172.42665100097656
2022-02-04,174.10000610351562,170.67999267578125,171.67999267578125,172.38999938964844,82465400.0,172.1370849609375
2022-02-07,173.9499969482422,170.9499969482422,172.86000061035156,171.66000366210938,77251200.0,171.4081573486328
2022-02-08,175.35000610351562,171.42999267578125,171.72999572753906,174.8300018310547,74829200.0,174.57350158691406
